TICKET_ID,SUBMIT_DATE,SUBMIT_TIMESTAMP,CUSTOMER_ID,CUSTOMER_TIER,CHANNEL,PRIORITY,STATUS,PRODUCT_AREA,CLASSIFICATION,SENTIMENT,FIRST_RESPONSE_TIME_HOURS,RESOLUTION_TIME_HOURS,TICKET_SUBJECT,TICKET_DESCRIPTION,AGENT_NOTES
SP-2025-00435,2025-04-07,2025-04-07 23:51:12.416,CUS-53291,Enterprise,Chat,High,In Progress,Powder Analytics Engine,Technical,Negative,2,56,URGENT: Powder Analytics Engine failing with DRIFT-PERMISSION errors blocking production workflows,"This is absolutely unacceptable. Our entire analytics pipeline has been down for 3 hours because the Powder Analytics Engine keeps throwing DRIFT-PERMISSION errors when we try to execute our scheduled data processing jobs. We're an enterprise client paying premium rates and this kind of downtime is costing us thousands.

The error started appearing around 2 PM EST when our automated workflows tried to access datasets through the REST API. Every single query is failing with the same DRIFT-PERMISSION code, even for datasets that worked perfectly fine yesterday. We've tried refreshing our API tokens, restarting the jobs, and even had our DevOps team verify all our endpoint configurations - nothing works.

What's really frustrating is that the Tundra Security Module shows all our permissions are still active and properly configured. The dashboard indicates green status across all our data sources, but clearly something is broken on your end. We've checked our firewall settings, verified our SSL certificates, and even tested with different API versions - same error every time.

Our data science team is completely blocked and we have executive reports due tomorrow morning that depend on this data. We need someone from your engineering team to look at this immediately, not just standard support responses. This feels like a platform-wide issue with your permission validation system.

Can someone please escalate this to your technical team right now? We can't afford any more delays and frankly, this level of service disruption is making us question our platform choice.",Escalated to L2 support. Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00436,2025-05-14,2025-05-14 02:42:12.416,CUS-49181,Pro,Email,Critical,In Progress,Powder Analytics Engine,Technical,Negative,1,37,URGENT: Powder Analytics Engine Complete Failure - DRIFT-PERMISSION Errors Blocking Critical Operations,"Dear Snow InsAIght Support Team,

I am writing to express my extreme frustration and concern regarding the complete failure of your Powder Analytics Engine that has been ongoing for the past several hours. This outage is causing severe disruption to our business operations and is frankly unacceptable for a Pro-tier customer.

Our team has been unable to access any analytics functions through the Snowflake Dashboard since approximately 2:30 PM EST today. Every attempt to run queries or generate reports results in a persistent DRIFT-PERMISSION error code, which appears to be system-wide based on reports from our colleagues at other organizations.

Specific issues we're experiencing:
- Complete inability to execute any queries through the Powder Analytics Engine
- Snowflake Dashboard displaying continuous loading screens before timing out
- SSO authentication working normally, but all subsequent analytics operations failing
- DRIFT-PERMISSION error appearing across Chrome, Firefox, and Edge browsers on both Windows 11 and macOS systems

We have already attempted the following troubleshooting steps:
- Cleared browser cache and cookies
- Tested from multiple workstations and networks
- Verified our Pro-tier subscription status and permissions
- Attempted access through both SSO and direct login methods

This outage is preventing us from delivering critical quarterly reports to our executive team and is putting our compliance deadlines at serious risk. As a Pro-tier customer paying premium rates, we expect much better reliability and communication during incidents of this magnitude.

I need immediate escalation to your senior technical team and a detailed timeline for resolution. This level of service disruption is completely unacceptable.

Urgent response required.

Best regards,
Michael Chen
Senior Data Analytics Manager
Apex Financial Solutions
mchen@apexfinancial.com
(555) 234-7890",Escalated to L2 support. Requested additional system logs.
SP-2025-00437,2025-04-05,2025-04-05 00:30:12.417,CUS-56835,Basic,Email,Low,In Progress,Iceberg Billing System,Technical,Neutral,34,225,ICE-CONN-ERR Error When Using Summit Data Export in Iceberg Billing,"Dear Snow InsAIght Support Team,

I hope this email finds you well. I am writing to report a technical issue I've been experiencing with the Iceberg Billing System while attempting to use the Summit Data Export feature.

When I try to export billing data through the REST API, I consistently receive the error code ICE-CONN-ERR. This error occurs specifically when I attempt to pull monthly billing summaries for our account using the Summit Data Export functionality.

Here are the steps I have already attempted to resolve this issue:
1. Cleared my browser cache and cookies
2. Tried accessing the export feature from different browsers (Chrome and Firefox)
3. Verified my API credentials are current and have proper permissions
4. Attempted the export during different times of day to rule out peak usage issues
5. Checked our account status to ensure we're in good standing

The error typically appears within 30-45 seconds of initiating the export request. I can successfully access other areas of the Iceberg Billing System without any problems, so this seems to be isolated to the Summit Data Export feature specifically.

This export functionality is important for our monthly financial reconciliation process, so I would appreciate any guidance you can provide to resolve this connection error. Please let me know if you need any additional information about our setup or if there are any logs I can provide to help troubleshoot this issue.

Thank you for your time and assistance.

Best regards,
Michael Chen
Finance Analyst
TechFlow Solutions
mchen@techflowsolutions.com",Requested additional system logs.
SP-2025-00438,2025-06-11,2025-06-11 23:41:12.417,CUS-41676,Basic,Chat,High,New,Iceberg Billing System,Billing,Positive,6,7,Quick question about my Snow InsAIght billing cycle dates,"Hi there! Hope you're doing well. I have a quick question about my billing cycle that I'm hoping you can help clarify. I'm on the Basic plan and really loving Snow InsAIght so far - the Iceberg Billing System dashboard is super helpful for tracking our usage.

I noticed on my latest invoice (SP-INV-2847) that my billing cycle shows as running from the 15th to the 14th of each month, but I could have sworn when I first signed up it was from the 1st to the end of the month. Not a big deal at all, just want to make sure I have the right dates in my calendar for budgeting purposes.

We're currently set up with 5 user licenses and everything has been running smoothly. The analytics features have been a game changer for our small team! I just want to double-check when my next billing date will be so I can let our finance person know.

Thanks for always being so responsive with support. You guys rock! Let me know if you need any other details from my account.",Escalated to L2 support. Verified account details and billing history.
SP-2025-00439,2025-05-23,2025-05-23 18:58:12.417,CUS-61036,Pro,Chat,Medium,Closed,Tundra Security Module,General Inquiry,Neutral,4,43,Question about Tundra Security Module user permission settings,"Hi there! I'm trying to figure out how the user permissions work in the Tundra Security Module. We've got our Pro account set up and everything's running smoothly, but I'm a bit confused about something.

So we have about 15 users on our team, and I want to give some of them read-only access to certain data sets while others get full admin rights. I can see the permission settings in the dashboard, but I'm not totally clear on the difference between 'Data Viewer' and 'Analyst' roles.

Also, when I try to assign permissions to specific dashboards, it seems like the settings are inheriting from somewhere else? Like, I'll set someone as 'Data Viewer' for the sales dashboard, but they can still edit filters and stuff.

I've been through the help docs but honestly they're pretty technical and I just want to make sure I'm not missing something obvious. We're using the standard Tundra setup, nothing too fancy.

Is there maybe a quick way to bulk assign permissions? Right now I'm doing it one by one which is taking forever. And can users see what permission level they have, or is that only visible to admins?

Thanks for any help you can give me. Not urgent or anything, just want to get this sorted out properly.",Initial triage completed.
SP-2025-00440,2025-05-03,2025-05-03 02:47:12.417,CUS-49334,Pro,Phone,High,New,Crystal Integration Hub,Technical,Negative,3,44,Crystal Integration Hub failing with GLACIER-404 error blocking production workflows,"Look, I'm calling because this is absolutely ridiculous - our Crystal Integration Hub has been throwing GLACIER-404 errors for the past three hours and it's completely blocking our production data pipelines. This is costing us serious money right now. I've been trying to sync our customer analytics data through the hub and every single attempt fails with this cryptic GLACIER-404 error message. I'm running this on macOS Monterey through Chrome, and I've already tried clearing cache, restarting the browser, even rebooted my entire machine - nothing works. The error pops up right when the integration tries to connect to our external CRM system. What's really frustrating is that I can see the data flowing fine in your Frost Mobile App, so I know the underlying connections are working, but the Crystal Integration Hub just refuses to cooperate. I've tried creating new integration workflows from scratch, checked all our API credentials twice, and even rolled back to our previous configuration that was working fine yesterday. Your status page shows everything is green, but clearly something is broken on your end. We're a Pro tier customer and we pay good money for reliable service - this kind of downtime is completely unacceptable. I need this fixed immediately because we have executive reports due first thing tomorrow morning and without this integration working, we're dead in the water. Can someone please escalate this to your engineering team right now?",Escalated to L2 support. Requested additional system logs.
SP-2025-00441,2025-05-16,2025-05-16 00:09:12.417,CUS-78106,Basic,Phone,High,Resolved,Iceberg Billing System,Feature Request,Negative,8,138,Snow InsAIght Iceberg Billing - Need Better Cost Breakdown During This Outage Mess,"Look, I'm calling because this whole system outage situation has been a nightmare, and it's made me realize how badly we need better billing features in Snow InsAIght. I've been trying to access our Iceberg Billing dashboard for the past two days during this mess, and when I finally got in this morning, I'm staring at these useless high-level cost summaries that tell me absolutely nothing. This outage has cost us money and I need to understand exactly where our Snow InsAIght spending is going, but your billing system is completely inadequate. I need granular cost breakdowns by department, by query type, by user - something that actually helps me justify this platform to my boss, especially after this disaster. Right now all I see is one big monthly charge and some basic storage costs. Meanwhile, our previous vendor had detailed cost allocation features that let me track every single operation. I'm on the Basic plan, yeah, but this is basic functionality that should exist regardless. During this outage, I've had executives breathing down my neck asking about our analytics costs, and I can't give them any meaningful answers because your Iceberg Billing system is so primitive. I need features like cost alerts when departments exceed budgets, detailed usage reports I can export, and the ability to set up chargeback reports for different business units. This outage has shown me we need better visibility into our spending, and frankly, if Snow InsAIght can't provide proper billing transparency, we're going to have to consider other options. Can you please escalate this as a priority feature request? This is urgent for our business.",Escalated to L2 support.
SP-2025-00442,2025-06-08,2025-06-08 03:49:12.417,CUS-90329,Basic,Phone,Low,In Progress,Powder Analytics Engine,General Inquiry,Negative,19,96,Powder Analytics Engine keeps crashing during basic data processing jobs,"Hi, yeah, I'm calling because I'm really frustrated with your Powder Analytics Engine. Look, I've been trying to run some basic data processing jobs for the past three days and the thing keeps crashing on me. This is ridiculous - I'm paying for this service and I can't even get simple queries to complete.

So here's what's happening: I'm trying to process a dataset that's maybe 50,000 rows - nothing huge, right? I set up the job in the Powder Analytics dashboard, configure my basic filters and aggregations, hit run, and then after maybe 10-15 minutes it just dies. The job status goes to 'Failed' and I get some generic error message about 'unexpected processing interruption' or something like that.

I've tried this maybe eight times now with different datasets, thinking maybe it was my data causing issues, but no - same problem every time. And before you ask, yes, I've cleared my browser cache, tried different browsers, even tried from a different computer. Nothing works.

What really gets me is that I'm on the Basic plan, sure, but you guys advertise that even Basic users can handle datasets up to 100K rows. I'm not even close to that limit! This should be working, and frankly, I'm starting to wonder if I should just cancel my subscription and go with one of your competitors.

I need this fixed today because I have a presentation tomorrow morning and I need these analytics completed. Can someone please tell me what's going on with your system and when this is going to be resolved? This is completely unacceptable for a paid service.",Initial triage completed.
SP-2025-00443,2025-04-11,2025-04-11 21:38:12.417,CUS-20408,Enterprise,Chat,Critical,In Progress,Glacier Reports,Billing,Neutral,1,10,Glacier Reports billing discrepancy on latest Snow InsAIght invoice,"Hi there! I'm reviewing our latest invoice SP-INV-7429 and noticed something that doesn't look right with our Glacier Reports charges. We're on the Enterprise plan and our contract shows we should be billed for 150 user licenses, but the invoice shows 187 users for October. I checked our admin dashboard and we definitely only have 150 active users configured. The extra charges are adding up to about $1,850 which is significant for our monthly budget. Our account manager mentioned that Glacier Reports has some new tiered pricing but I thought that wouldn't affect us until our renewal in March. Can someone help clarify what's going on here? I've got our CFO asking questions and need to get this sorted before we process payment. Also, just to confirm - are we still getting the 15% enterprise discount on the Glacier Reports module? It's showing as a line item but want to make sure it's being applied correctly. Thanks!",Escalated to L2 support. Verified account details and billing history. Enterprise customer - prioritized handling.
SP-2025-00444,2025-04-09,2025-04-09 02:02:12.417,CUS-14342,Pro,Web Form,High,Resolved,Powder Analytics Engine,General Inquiry,Negative,3,14,Powder Analytics Engine Performance Issues - Unacceptable Query Response Times,"I'm extremely frustrated with the deteriorating performance of the Powder Analytics Engine over the past two weeks. Our Pro-tier subscription should guarantee better service than what we're experiencing.

Our data processing workflows that previously completed in 15-20 minutes are now taking 2+ hours, which is completely unacceptable for our business operations. We're running complex analytical queries on datasets ranging from 50GB to 200GB, and the engine appears to be choking on operations that used to run smoothly.

Specific issues we're encountering:
- Query execution times have increased by 400-500%
- Frequent timeout errors on aggregation functions
- Dashboard refresh failures during peak hours (9 AM - 5 PM EST)
- Inconsistent results when running identical queries multiple times

We've already tried the standard troubleshooting steps including clearing cache, optimizing our SQL queries, and reducing concurrent connections from 15 to 8. Nothing has improved the situation.

This performance degradation is seriously impacting our client deliverables and we're considering downgrading or switching platforms entirely if this isn't resolved immediately. We're paying premium rates for Pro-tier service and expect enterprise-level reliability.

Our account uses the US-East-2 region and we primarily work with financial datasets requiring real-time analytics. The current state is frankly embarrassing when presenting to stakeholders.

I need a technical escalation and a concrete timeline for resolution, not generic troubleshooting suggestions. This has gone on far too long already.",Escalated to L2 support.
SP-2025-00445,2025-05-08,2025-05-08 20:21:12.417,CUS-91286,Enterprise,Mobile App,High,New,Snowflake Dashboard,Bug Report,Neutral,2,64,Snow InsAIght Snowflake Dashboard Alpine Campaign Builder Error FREEZE-INVALID-REQ,"We're experiencing critical issues with the Alpine Campaign Builder within our Snowflake Dashboard that appear to be related to the ongoing system outage affecting Snow InsAIght services. Our marketing operations team cannot execute scheduled campaigns due to persistent error code FREEZE-INVALID-REQ.

Reproduction Steps:
1. Login to Snow InsAIght mobile app (iOS v2.4.1)
2. Navigate to Snowflake Dashboard > Campaign Management
3. Select Alpine Campaign Builder from the tools menu
4. Attempt to load existing campaign template 'Q4_Enterprise_Outreach'
5. Click 'Initialize Campaign Parameters'
6. Error FREEZE-INVALID-REQ immediately appears

Expected Behavior: Campaign builder should load the template, display parameter configuration interface, and allow campaign customization and scheduling.

Actual Behavior: System throws FREEZE-INVALID-REQ error and returns to dashboard home screen. Campaign builder becomes completely inaccessible. We've also noticed intermittent dashboard loading failures and data visualization widgets showing 'Service Temporarily Unavailable' messages.

This issue started approximately 3 hours ago and coincides with reports we're seeing about widespread Snow InsAIght infrastructure problems. Our enterprise SLA requires 99.9% uptime for critical marketing automation tools. We have 12 time-sensitive campaigns scheduled for deployment today that are now blocked.

Additional context: Error persists across multiple user accounts, different mobile devices, and after app reinstallation. Dashboard performance is significantly degraded even when Alpine Campaign Builder isn't accessed.",Escalated to L2 support. Enterprise customer - prioritized handling.
SP-2025-00446,2025-03-24,2025-03-24 13:16:12.417,CUS-90972,Enterprise,Web Form,Medium,Resolved,Peak Notification Center,Billing,Negative,3,40,Urgent: Incorrect Peak Notification Center billing after downgrade - Invoice SP-INV-7429,"This is completely unacceptable. We submitted a formal request to downgrade our Peak Notification Center subscription from Enterprise Plus to Standard tier on November 15th, which was confirmed by your billing team with ticket reference #SNW-2024-11847. However, we just received invoice SP-INV-7429 dated December 1st that still charges us the full Enterprise Plus rate of $2,847/month instead of the agreed Standard rate of $1,299/month.

Our organization specifically downgraded because we reduced our active user count from 150 to 85 users and no longer require the advanced alert customization features or the premium SLA support that comes with Enterprise Plus. We've been loyal Snow InsAIght customers for over 3 years and this kind of billing error is frankly disappointing and reflects poorly on your operations.

What makes this even more frustrating is that we can see in our Peak Notification Center dashboard that our subscription tier still shows as 'Enterprise Plus' despite multiple confirmations that the downgrade was processed. This suggests your billing system and product provisioning aren't properly synchronized, which is a serious operational issue for a platform we rely on for critical business intelligence.

We need this resolved immediately with a corrected invoice reflecting the Standard tier pricing, and we expect a credit for the overcharge. Our finance team is holding payment on this invoice until this is fixed. This type of billing discrepancy is unacceptable for an enterprise customer and we're questioning whether Snow InsAIght can handle our account properly going forward.",Verified account details and billing history. Enterprise customer - prioritized handling.
SP-2025-00447,2025-06-10,2025-06-10 15:22:12.417,CUS-64999,Basic,Web Form,Medium,Resolved,Blizzard Admin Panel,Bug Report,Neutral,7,67,Summit Data Export failing with SNOW-500 error in Blizzard Admin Panel,"Hi Support Team,

I'm experiencing an issue with the Summit Data Export feature in the Blizzard Admin Panel. When I try to export my dashboard data, I keep getting a SNOW-500 error and the export fails to complete.

Here are the steps I'm following:
1. Log into Snow InsAIght platform
2. Navigate to Blizzard Admin Panel from the main dashboard
3. Go to Data Management > Summit Data Export
4. Select my 'Q4 Sales Analysis' dashboard from the dropdown
5. Choose CSV format and date range (last 30 days)
6. Click 'Generate Export'
7. After about 10-15 seconds, I get the SNOW-500 error message

Expected behavior: The system should generate and download the CSV file with my dashboard data, like it has been working for the past few months.

Actual behavior: Instead of downloading the file, I see an error popup with 'Export failed - SNOW-500: Internal processing error' and no file is generated.

I've tried this with different dashboards and date ranges, but I'm getting the same error consistently. The issue started happening yesterday around 2 PM EST. Before that, exports were working fine. I'm using Chrome browser version 119 on Windows 10.

I need to get this quarterly data exported for my team meeting tomorrow, so any quick fix would be really appreciated. Let me know if you need any additional information.

Thanks,
Mike",Initial triage completed.
SP-2025-00448,2025-06-12,2025-06-12 20:45:12.417,CUS-32652,Enterprise,Chat,Low,Resolved,Crystal Integration Hub,General Inquiry,Negative,16,165,Crystal Integration Hub failing to sync critical data sources,"This is getting ridiculous. Our Crystal Integration Hub has been completely unreliable for the past week and it's seriously impacting our operations. We're an enterprise client paying premium rates and this level of service is unacceptable.

The main issue is that our scheduled data syncs from Salesforce and our ERP system keep failing randomly. Sometimes they work, sometimes they don't - there's no pattern we can identify. When they do fail, we get these vague error messages like 'Connection timeout' or 'Authentication failed' even though our credentials haven't changed.

We've tried refreshing the API tokens, reconfiguring the connection settings, and even recreating the entire integration pipeline from scratch. Nothing works consistently. Our data analysts are basically flying blind because they can't trust that the dashboards are showing current information.

What's worse is that when we try to manually trigger the sync through the Crystal Integration Hub interface, it just hangs on 'Processing...' for hours. We've had to restart the entire process multiple times, which is eating up valuable time our team doesn't have.

This is affecting our quarterly reporting and our executives are asking questions we can't answer. We need this fixed immediately, not next week. Either provide a real solution or escalate this to someone who can actually resolve enterprise-level issues. We're considering other platforms if Snow InsAIght can't deliver the reliability we're paying for.",Enterprise customer - prioritized handling.
SP-2025-00449,2025-06-06,2025-06-06 20:29:12.417,CUS-97622,Pro,Chat,High,Resolved,Crystal Integration Hub,Technical,Negative,4,54,Crystal Integration Hub keeps failing with BLIZZARD-503 error - urgent fix needed,"This is absolutely ridiculous. I've been trying to sync our Crystal Integration Hub with our main data warehouse for the past 3 hours and it keeps throwing the same damn BLIZZARD-503 error every single time. I'm using Firefox 118 on Windows 11 and this worked perfectly fine last week. Now suddenly nothing works and I have executives breathing down my neck for the quarterly Glacier Reports that are due tomorrow morning. I've already tried clearing my browser cache, restarting the integration service, and even recreating the connection from scratch. The error pops up right when it tries to authenticate with our external API endpoints. The connection test passes fine, but as soon as I hit 'Start Sync' it craps out within 30 seconds. I checked the Crystal Integration Hub logs and they're showing some timeout issues, but your documentation is useless - doesn't even mention BLIZZARD-503 anywhere. I've been a Pro customer for 2 years and this kind of instability is completely unacceptable. My team is basically dead in the water right now because half our analytics pipeline depends on this integration. Can someone please tell me what's going on with your servers? This better not be another one of those 'planned maintenance' things that you forgot to announce. I need this fixed ASAP or we're going to have some serious problems with our client deliverables.",Escalated to L2 support. Requested additional system logs.
SP-2025-00450,2025-04-22,2025-04-22 00:12:12.417,CUS-78590,Pro,Mobile App,Low,In Progress,Glacier Reports,Billing,Positive,24,167,Billing Question About Glacier Reports Usage During Trial Period,"Hi Snow InsAIght team! I hope you're doing well. I'm reaching out with a quick billing question about my Pro account and wanted to say how impressed I've been with the platform so far.

I'm currently in my trial period (started about 2 weeks ago) and have been extensively testing the Glacier Reports feature for our quarterly analytics. The depth of insights and customization options have been fantastic - exactly what our team needed for long-term data archival reporting.

I noticed on my account dashboard that I've generated quite a few Glacier Reports during testing (around 15-20 reports with various data sets), and I want to make sure I understand the billing implications before my trial converts to paid. Will these reports generated during the trial period affect my first invoice when I transition to the full Pro subscription?

I've been looking at invoice SP-INV-2847 from my previous software provider to compare costs, and Snow InsAIght is already showing much better value. I'm planning to upgrade 3 additional team members once we go live.

The user experience has been smooth, and your mobile app makes it easy to review reports on the go. I particularly love how the Glacier Reports maintain formatting across devices.

Could you clarify the billing structure for Glacier Reports usage during trial vs. post-trial? I want to set proper expectations with my finance team.

Thanks for the excellent service so far!",Verified account details and billing history.
SP-2025-00451,2025-03-29,2025-03-29 22:36:12.417,CUS-10384,Basic,Web Form,Medium,New,Snowflake Dashboard,Billing,Neutral,9,95,Question about Snow InsAIght Snowflake Dashboard billing on invoice SP-INV-4827,"Hi Support Team,

I have a question regarding my recent billing statement for our Snow InsAIght Basic plan. I received invoice SP-INV-4827 dated November 15th, and I'm seeing some charges that I'd like clarification on.

Our account is set up for the Basic tier with 3 users accessing the Snowflake Dashboard feature. According to my understanding, our monthly subscription should be $89/month charged to our credit card ending in 4532. However, on this invoice I'm seeing an additional charge of $47 listed as 'Dashboard Usage Overage - October 2024'.

I've been monitoring our usage through the account settings, and from what I can see in the billing section, we haven't exceeded our monthly query limits. Our team primarily uses the Snowflake Dashboard for standard reporting - mostly pre-built charts and basic data visualization. We typically run about 15-20 queries per day across our 3 users, which should be well within our Basic plan allowance.

I'm not disputing the charge, but I'd like to understand what triggered this overage fee so we can better manage our usage going forward. Is there a way to see a detailed breakdown of our dashboard activity for October? Also, are there specific features within the Snowflake Dashboard that might incur additional costs that I should be aware of?

Our account email is registered under billing@techstartup247.com and the credit card on file should auto-charge on the 15th of each month. The payment went through successfully, but I just want to make sure we're optimizing our usage properly.

Thanks for your help with this.

Best regards,
Mike Chen
TechStartup247",Verified account details and billing history.
SP-2025-00452,2025-05-25,2025-05-25 23:46:12.417,CUS-73833,Enterprise,Email,Medium,Resolved,Frost Mobile App,General Inquiry,Neutral,3,30,Frost Mobile App - Data Synchronization Frequency and Offline Capabilities Inquiry,"Dear Snow InsAIght Support Team,

I hope this message finds you well. I am writing to inquire about specific functionality within the Frost Mobile App that our organization is currently evaluating for expanded deployment across our field operations team.

We are currently utilizing Snow InsAIght's enterprise analytics platform for our primary business intelligence needs, and the Frost Mobile App has been instrumental in providing our remote workforce with access to critical dashboards and reports. However, as we scale our mobile implementation, I have several questions regarding the app's synchronization and offline capabilities:

1. What is the default data synchronization frequency for dashboard updates in the Frost Mobile App, and can this be customized at the enterprise level? Our field teams often work in areas with intermittent connectivity, and we need to understand how frequently data refreshes occur when connection is available.

2. Could you provide details about the offline data caching capabilities? Specifically, we need to understand how much historical data can be stored locally on devices and for what duration this data remains accessible without an active connection.

3. Are there any enterprise-level configuration options that would allow us to prioritize certain dashboards or data sets for offline availability? Our operations team has identified approximately 12 critical dashboards that would need to be accessible regardless of connectivity status.

4. Finally, what are the recommended device specifications and storage requirements for optimal performance when utilizing extensive offline capabilities?

We are planning to deploy the Frost Mobile App to approximately 150 additional users over the next quarter, and understanding these technical specifications will help us develop appropriate training materials and device provisioning guidelines.

Thank you for your time and assistance. I look forward to your response.

Best regards,

Michael Chen
Director of Business Intelligence
Apex Manufacturing Solutions
mchen@apexmanufacturing.com
(555) 234-7890",Enterprise customer - prioritized handling.
SP-2025-00453,2025-05-23,2025-05-23 23:24:12.417,CUS-34069,Enterprise,Web Form,Medium,Resolved,Drift User Management,General Inquiry,Negative,3,24,Critical Issues with Snow InsAIght Drift User Management - Immediate Resolution Required,"I am writing to express my serious concerns regarding the ongoing issues we've been experiencing with Snow InsAIght's Drift User Management functionality over the past two weeks. As an Enterprise customer with over 500 active users across multiple departments, these problems are severely impacting our business operations and data governance protocols.

The primary issues we're facing include: 1) User provisioning delays of 24-48 hours when adding new team members, which is completely unacceptable for our fast-paced environment. 2) Inconsistent role-based access controls where users are randomly losing permissions to critical dashboards and data sources they've had access to for months. 3) The bulk user import feature repeatedly fails with generic error messages that provide no actionable information for our IT team.

We've attempted to resolve these issues through your standard support channels twice in the past week, but the responses have been inadequate and the suggested workarounds are not viable for an enterprise deployment of our scale. Our data analysts are unable to access essential business intelligence reports, and our compliance team is raising red flags about audit trail inconsistencies in user access logs.

This is frankly unacceptable for a platform we're paying a significant annual license fee for. We need immediate escalation to your senior technical team and a concrete timeline for resolution. If these critical user management issues aren't addressed within 48 hours, we'll be forced to evaluate alternative BI platforms that can actually support enterprise-level user administration requirements. Our contract renewal is coming up in Q2, and this experience is seriously damaging our confidence in Snow InsAIght's enterprise capabilities.",Enterprise customer - prioritized handling.
SP-2025-00454,2025-06-01,2025-06-01 18:33:12.417,CUS-78051,Pro,Mobile App,Low,Closed,Avalanche API,Billing,Negative,11,221,Urgent: Avalanche API billing error - charged for unused Pro subscription,"This is absolutely ridiculous! I just received invoice SP-INV-7429 and you've charged me $2,847 for our Pro subscription when we haven't even been using the Avalanche API for the past 3 weeks due to integration issues on YOUR end. Our development team has been locked out of API endpoints since March 15th because of authentication failures that your support team still hasn't resolved. We've made exactly ZERO API calls this billing cycle - you can verify this in your logs! Yet somehow we're being billed for the full monthly Pro tier with 15 user seats and premium API access limits of 500K calls. This is completely unacceptable. We've been loyal Snow InsAIght customers for 2 years and this kind of billing incompetence is making us seriously consider switching to competitors. I need this invoice corrected immediately and a credit applied to our account for the unused service period. Our finance team is breathing down my neck about these cloud analytics costs and I can't justify paying for services we literally cannot access. Fix this TODAY or we're escalating to management and reviewing our entire contract.",Verified account details and billing history.
SP-2025-00455,2025-04-03,2025-04-03 22:55:12.417,CUS-49344,Basic,Phone,High,New,Crystal Integration Hub,Billing,Positive,5,11,Billing Question About Crystal Integration Hub Trial Period Extension,"Hi there, this is Sarah calling from TechStart Solutions. I wanted to reach out because I have a quick question about our billing for the Crystal Integration Hub trial that we've been using. So we started our trial period about three weeks ago, and I have to say, we're really impressed with how easy it's been to connect our various data sources through the platform. The integration setup was much smoother than we expected, and our team has been able to pull reports that would have taken us hours to compile manually before. We're definitely planning to move forward with a paid subscription, but I wanted to check on something regarding our invoice. I received invoice SP-INV-4782 yesterday, and it shows a charge for the Crystal Integration Hub, but I thought we still had about a week left on our 30-day trial period. I'm not complaining about the service at all - honestly, it's been fantastic and worth every penny - but I just want to make sure we're being billed correctly. We currently have 5 users set up on our account, and we've been using the basic tier features primarily for our sales and inventory data integration. Could someone help clarify whether this charge is correct, or if maybe our trial got converted to a paid subscription earlier than expected? I have all our account details ready if needed. Thanks so much for your help, and again, we're really happy with Snow InsAIght so far!",Escalated to L2 support. Verified account details and billing history.
SP-2025-00456,2025-05-04,2025-05-04 23:13:12.417,CUS-84644,Pro,Phone,High,New,Blizzard Admin Panel,Billing,Negative,1,16,Urgent: Unauthorized charges on Snow InsAIght Pro account - demanding immediate refund,"Customer called in extremely frustrated about billing discrepancies on their Pro account. They're saying they've been charged twice for their monthly subscription in November - once on November 3rd for $2,847 and again on November 18th for the same amount. The customer has invoice numbers SP-INV-4729 and SP-INV-4731 and is demanding to know why they were double-billed. They mentioned they only have 47 active users in their Blizzard Admin Panel and their subscription should only be $2,847 per month for their Pro tier. The customer was pretty heated, saying this is completely unacceptable and they need this resolved immediately. They've already had their finance team review the charges and confirmed both payments went through to Snow InsAIght. Customer is threatening to escalate this to their legal department if we don't process a full refund for the duplicate charge within 24 hours. They also mentioned they've been trying to reach someone about this for three days through the Blizzard Admin Panel support chat but haven't gotten any response. Customer wants a full refund of $2,847 for invoice SP-INV-4731 and written confirmation that this won't happen again. They're also asking for account credits for the inconvenience this has caused their accounting department.",Escalated to L2 support. Verified account details and billing history.
SP-2025-00457,2025-04-23,2025-04-23 20:42:12.417,CUS-12078,Pro,Email,High,In Progress,Crystal Integration Hub,Technical,Negative,4,29,URGENT: Crystal Integration Hub SAML Authentication Failing with ICE-CONN-ERR,"Dear Snow InsAIght Support Team,

I am writing to express my serious frustration with a critical issue that has been plaguing our Crystal Integration Hub for the past 48 hours. Our team relies heavily on this platform for our daily operations, and this outage is causing significant business disruption.

The problem began Tuesday morning when our users started receiving the error code ICE-CONN-ERR whenever attempting to authenticate through our SAML SSO configuration. This is preventing our entire analytics team from accessing essential Glacier Reports that are due to executive leadership by end of week.

Specific technical details:
- Error Code: ICE-CONN-ERR appears immediately after SAML redirect
- Browser: Chrome 119.0.6045.105 (also tested Firefox with same result)
- OS: Windows 11 Enterprise
- Integration Hub Version: 4.2.7

Steps we have already attempted:
1. Cleared browser cache and cookies across all affected machines
2. Verified SAML certificate validity (expires March 2025)
3. Tested with different user accounts and permission levels
4. Contacted our IT security team to confirm no firewall changes
5. Attempted authentication from different network segments

This is completely unacceptable for a Pro-tier service. Our Glacier Reports pipeline is completely broken, and we have critical stakeholder presentations scheduled for Friday that depend on this data. We need immediate escalation and a concrete timeline for resolution.

I expect a response within 2 hours given the severity of this issue and our service level agreement.

Regards,
Michael Chen
Senior Data Analytics Manager
TechFlow Solutions Inc.
mchen@techflowsolutions.com
(555) 847-2931",Escalated to L2 support. Requested additional system logs.
